Column1,pred,actual,Column2,Column3,B,R,bb,rb,Column4,,
3409,0,0,TRUE,0.22,0.222222222,4.00,22.22,0.00,0.22,,
3410,0,1,FALSE,0.52,0.520833333,1.77,-100.00,0.00,0.52,,
3411,1,0,FALSE,0.95,0.952380952,0.952380952,0.00,-100.00,0.95,,
3412,1,1,TRUE,0.41,2.25,0.408163265,0.00,40.82,0.41,,
3415,1,1,TRUE,0.52,1.77,0.52,0.00,52.08,0.52,,
3416,1,1,TRUE,0.42,2.2,0.416666667,0.00,41.67,0.42,,
3417,1,0,FALSE,0.24,3.65,0.243902439,0.00,-100.00,0.24,,
3418,0,0,TRUE,0.91,0.909090909,1.00,90.91,0.00,0.91,,
3423,1,1,TRUE,0.24,3.78,0.24,0.00,23.53,0.24,,
3424,1,1,TRUE,0.31,2.9,0.31,0.00,31.25,0.31,,
3425,0,0,TRUE,0.25,0.25,3.55,25.00,0.00,0.25,,
3426,0,0,TRUE,0.29,0.294117647,3.10,29.41,0.00,0.29,,
3427,1,1,TRUE,0.45,2,0.45,0.00,45.45,0.45,,
3428,1,1,TRUE,0.61,1.55,0.61,0.00,60.61,0.61,,
3429,1,1,TRUE,0.31,2.9,0.31,0.00,31.25,0.31,,
3430,0,0,TRUE,0.28,0.277777778,3.25,27.78,0.00,0.28,,
3432,1,0,FALSE,0.54,1.7,0.54,0.00,-100.00,0.54,,
3433,1,0,FALSE,0.83,1.1,0.83,0.00,-100.00,0.83,,
3434,0,0,TRUE,0.67,0.666666667,1.4,66.67,0.00,0.67,,
3435,1,1,TRUE,0.41,2.25,0.408163265,0.00,40.82,0.41,,
3436,0,1,FALSE,0.71,0.714285714,1.30,-100.00,0.00,0.71,,
3437,1,0,FALSE,0.87,1.05,0.87,0.00,-100.00,0.87,,
3439,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
3440,0,0,TRUE,0.65,0.64516129,1.45,64.52,0.00,0.65,,
3441,0,0,TRUE,0.74,0.740740741,1.25,74.07,0.00,0.74,,
3443,0,1,FALSE,0.87,0.869565217,1.05,-100.00,0.00,0.87,,
3444,0,0,TRUE,0.74,0.740740741,1.25,74.07,0.00,0.74,,
3447,0,0,TRUE,0.24,0.238095238,3.75,23.81,0.00,0.24,,
3448,1,0,FALSE,0.69,1.35,0.69,0.00,-100.00,0.69,,
3449,1,1,TRUE,0.59,1.6,0.59,0.00,58.82,0.59,,
3450,1,1,TRUE,0.26,3.4,0.26,0.00,26.32,0.26,,
3451,1,1,TRUE,0.67,1.4,0.67,0.00,66.67,0.67,,
3453,1,0,FALSE,0.57,1.65,0.57,0.00,-100.00,0.57,,
3454,0,0,TRUE,0.24,0.238095238,3.75,23.81,0.00,0.24,,
3457,1,0,FALSE,1.10,0.833333333,1.10,0.00,-100.00,1.10,,
3458,0,0,TRUE,0.50,0.5,1.85,50.00,0.00,0.50,,
3460,0,1,FALSE,0.31,0.307692308,2.95,-100.00,0.00,0.31,,
3461,1,1,TRUE,0.50,1.85,0.50,0.00,50.00,0.50,,
3463,1,1,TRUE,0.18,4.65,0.183486238,0.00,18.35,0.18,,
3465,1,1,TRUE,0.25,3.55,0.25,0.00,25.00,0.25,,
3468,0,0,TRUE,0.69,0.689655172,1.35,68.97,0.00,0.69,,
3470,1,1,TRUE,0.24,3.75,0.238095238,0.00,23.81,0.24,,
3471,0,0,TRUE,0.50,0.5,1.85,50.00,0.00,0.50,,
3472,0,0,TRUE,0.69,0.689655172,1.35,68.97,0.00,0.69,,
3473,1,0,FALSE,0.28,2.95,0.28,0.00,-100.00,0.28,,
3474,1,0,FALSE,0.59,1.6,0.59,0.00,-100.00,0.59,,
3475,1,1,TRUE,0.26,3.4,0.26,0.00,26.32,0.26,,
3476,1,1,TRUE,0.65,1.45,0.65,0.00,64.52,0.65,,
3477,0,1,FALSE,0.43,0.434782609,2.10,-100.00,0.00,0.43,,
3478,0,1,FALSE,0.43,0.434782609,2.10,-100.00,0.00,0.43,,
3479,1,0,FALSE,0.29,3.15,0.289855073,0.00,-100.00,0.29,,
3480,1,1,TRUE,0.32,2.8,0.322580645,0.00,32.26,0.32,,
3481,1,0,FALSE,0.29,3.15,0.289855073,0.00,-100.00,0.29,,
3482,1,1,TRUE,0.39,2.15,0.39,0.00,39.22,0.39,,
3483,1,1,TRUE,0.12,6.6,0.119047619,0.00,11.90,0.12,,
3484,1,1,TRUE,0.13,6,0.13,0.00,13.33,0.13,,
3485,0,1,FALSE,0.65,0.64516129,1.45,-100.00,0.00,0.65,,
3486,1,0,FALSE,0.69,1.35,0.69,0.00,-100.00,0.69,,
3488,0,0,TRUE,0.24,0.238095238,3.75,23.81,0.00,0.24,,
3489,1,0,FALSE,0.80,1.15,0.80,0.00,-100.00,0.80,,
3490,0,0,TRUE,0.23,0.23255814,3.8,23.26,0.00,0.23,,
3491,0,1,FALSE,0.63,0.625,1.50,-100.00,0.00,0.63,,
3492,1,1,TRUE,0.67,1.4,0.67,0.00,66.67,0.67,,
3493,0,1,FALSE,0.87,0.869565217,1.05,-100.00,0.00,0.87,,
3494,0,0,TRUE,0.71,0.714285714,1.30,71.43,0.00,0.71,,
3495,0,0,TRUE,0.40,0.4,2.3,40.00,0.00,0.40,,
3496,1,1,TRUE,0.30,3,0.30,0.00,30.30,0.30,,
3497,0,0,TRUE,0.43,0.434782609,2.10,43.48,0.00,0.43,,
3498,1,1,TRUE,0.14,5.8,0.14,0.00,13.89,0.14,,
3499,1,0,FALSE,0.32,2.8,0.322580645,0.00,-100.00,0.32,,
3500,1,1,TRUE,0.40,2.3,0.40,0.00,40.00,0.40,,
3501,0,0,TRUE,0.29,0.289855073,3.15,28.99,0.00,0.29,,
3502,1,0,FALSE,0.36,2.5,0.36,0.00,-100.00,0.36,,
3503,1,1,TRUE,0.91,1,0.91,0.00,90.91,0.91,,
3504,1,0,FALSE,1.00,0.909090909,1.00,0.00,-100.00,1.00,,
3505,0,0,TRUE,0.36,0.357142857,2.55,35.71,0.00,0.36,,
3507,1,0,FALSE,1.00,0.909090909,1.00,0.00,-100.00,1.00,,
3508,0,0,TRUE,0.56,0.561797753,1.67,56.18,0.00,0.56,,
3509,1,1,TRUE,0.20,4.35,0.20,0.00,20.00,0.20,,
3510,1,1,TRUE,0.65,1.45,0.65,0.00,64.52,0.65,,
3513,0,0,TRUE,0.43,0.434782609,2.10,43.48,0.00,0.43,,
3515,0,1,FALSE,0.43,0.434782609,2.10,-100.00,0.00,0.43,,
3516,0,1,FALSE,0.77,0.769230769,1.20,-100.00,0.00,0.77,,
3518,0,0,TRUE,0.77,0.769230769,1.20,76.92,0.00,0.77,,
3519,1,1,TRUE,0.36,2.55,0.36,0.00,35.71,0.36,,
3520,1,0,FALSE,1.05,0.869565217,1.05,0.00,-100.00,1.05,,
3521,1,1,TRUE,0.32,2.8,0.322580645,0.00,32.26,0.32,,
3522,0,1,FALSE,0.54,0.540540541,1.70,-100.00,0.00,0.54,,
3523,0,1,FALSE,0.59,0.588235294,1.60,-100.00,0.00,0.59,,
3525,1,1,TRUE,0.32,2.85,0.317460318,0.00,31.75,0.32,,
3527,0,1,FALSE,0.61,0.606060606,1.45,-100.00,0.00,0.61,,
3528,1,0,FALSE,0.77,1.2,0.77,0.00,-100.00,0.77,,
3529,1,1,TRUE,0.80,1.15,0.80,0.00,80.00,0.80,,
3530,1,0,FALSE,0.63,1.5,0.63,0.00,-100.00,0.63,,
3531,1,0,FALSE,0.67,1.4,0.67,0.00,-100.00,0.67,,
3533,1,1,TRUE,0.80,1.15,0.80,0.00,80.00,0.80,,
3535,1,0,FALSE,0.41,2.25,0.408163265,0.00,-100.00,0.41,,
3536,0,0,TRUE,0.31,0.3125,2.90,31.25,0.00,0.31,,
3537,1,1,TRUE,0.41,2.25,0.408163265,0.00,40.82,0.41,,
3538,1,0,FALSE,0.48,1.9,0.476190476,0.00,-100.00,0.48,,
3539,1,1,TRUE,0.56,1.67,0.56,0.00,56.18,0.56,,
3540,1,1,TRUE,0.71,1.3,0.714285714,0.00,71.43,0.71,,
3541,0,0,TRUE,0.23,0.227272727,3.50,22.73,0.00,0.23,,
3542,1,0,FALSE,0.53,1.75,0.53,0.00,-100.00,0.53,,
3543,1,1,TRUE,0.11,6.85,0.114285714,0.00,11.43,0.11,,
3544,1,0,FALSE,0.31,2.95,0.31,0.00,-100.00,0.31,,
3545,1,1,TRUE,0.22,4.1,0.22,0.00,21.74,0.22,,
3546,1,1,TRUE,0.63,1.5,0.63,0.00,62.50,0.63,,
3547,1,1,TRUE,0.25,3.55,0.25,0.00,25.00,0.25,,
3549,1,1,TRUE,0.51,1.8,0.51,0.00,51.28,0.51,,
3550,1,1,TRUE,0.62,1.51,0.62,0.00,62.11,0.62,,
3551,1,1,TRUE,0.22,4.05,0.22,0.00,21.98,0.22,,
3552,1,1,TRUE,0.10,8,0.10,0.00,10.00,0.10,,
3553,1,0,FALSE,0.83,1.1,0.83,0.00,-100.00,0.83,,
3554,1,1,TRUE,0.52,1.77,0.52,0.00,52.08,0.52,,
3555,1,1,TRUE,0.24,3.75,0.238095238,0.00,23.81,0.24,,
3556,1,1,TRUE,0.43,2.1,0.43,0.00,43.48,0.43,,
3557,1,1,TRUE,0.29,3.15,0.289855073,0.00,28.99,0.29,,
3559,0,0,TRUE,0.36,0.357142857,2.55,35.71,0.00,0.36,,
3560,1,1,TRUE,0.38,2.45,0.38,0.00,37.74,0.38,,
3562,0,0,TRUE,0.53,0.52631579,1.65,52.63,0.00,0.53,,
3563,1,1,TRUE,0.57,1.65,0.57,0.00,57.14,0.57,,
3564,0,0,TRUE,0.54,0.540540541,1.70,54.05,0.00,0.54,,
3565,0,0,TRUE,0.42,0.416666667,2.20,41.67,0.00,0.42,,
3566,1,0,FALSE,0.45,2,0.45,0.00,-100.00,0.45,,
3567,1,0,FALSE,0.43,2.1,0.43,0.00,-100.00,0.43,,
3568,1,1,TRUE,0.16,4.7,0.16,0.00,15.63,0.16,,
3569,1,1,TRUE,0.65,1.45,0.65,0.00,64.52,0.65,,
3570,1,1,TRUE,1.00,0.909090909,1.00,0.00,100.00,1.00,,
3571,1,1,TRUE,0.56,1.67,0.56,0.00,56.18,0.56,,
3572,0,0,TRUE,0.67,0.666666667,1.4,66.67,0.00,0.67,,
3573,1,1,TRUE,0.76,1.21,0.76,0.00,76.34,0.76,,
3574,1,1,TRUE,0.65,1.35,0.65,0.00,64.52,0.65,,
3575,1,1,TRUE,0.17,5,0.166666667,0.00,16.67,0.17,,
3576,1,0,FALSE,0.36,2.5,0.36,0.00,-100.00,0.36,,
3577,1,1,TRUE,0.15,5.4,0.15,0.00,15.15,0.15,,
3578,1,1,TRUE,0.53,1.75,0.53,0.00,52.63,0.53,,
3579,1,0,FALSE,0.36,2.5,0.36,0.00,-100.00,0.36,,
3580,1,1,TRUE,0.32,2.8,0.322580645,0.00,32.26,0.32,,
3581,1,1,TRUE,0.20,4.35,0.20,0.00,20.00,0.20,,
3582,0,0,TRUE,0.87,0.869565217,1.05,86.96,0.00,0.87,,
3583,0,1,FALSE,0.48,0.476190476,1.9,-100.00,0.00,0.48,,
3584,1,0,FALSE,0.34,2.6,0.34,0.00,-100.00,0.34,,
3585,0,1,FALSE,0.71,0.714285714,1.30,-100.00,0.00,0.71,,
3586,1,1,TRUE,0.74,1.26,0.735294118,0.00,73.53,0.74,,
3587,0,1,FALSE,0.40,0.4,2.3,-100.00,0.00,0.40,,
3588,1,1,TRUE,0.29,3.1,0.29,0.00,29.41,0.29,,
3589,0,0,TRUE,0.38,0.377358491,2.45,37.74,0.00,0.38,,
3590,0,0,TRUE,0.67,0.666666667,1.4,66.67,0.00,0.67,,
3593,1,1,TRUE,0.23,3.9,0.23,0.00,22.73,0.23,,
3595,1,1,TRUE,0.23,3.8,0.23,0.00,23.26,0.23,,
3596,0,0,TRUE,0.45,0.454545455,2.00,45.45,0.00,0.45,,
3598,1,1,TRUE,0.65,1.45,0.65,0.00,64.52,0.65,,
3599,1,1,TRUE,1.15,0.8,1.15,0.00,115.00,1.15,,
3600,1,1,TRUE,0.42,2.2,0.416666667,0.00,41.67,0.42,,
3601,1,1,TRUE,0.14,5.7,0.14,0.00,14.18,0.14,,
3602,1,1,TRUE,0.21,4.2,0.21,0.00,21.05,0.21,,
3603,1,1,TRUE,0.24,3.75,0.238095238,0.00,23.81,0.24,,
3604,1,0,FALSE,0.74,1.25,0.74,0.00,-100.00,0.74,,
3606,0,1,FALSE,0.63,0.625,1.50,-100.00,0.00,0.63,,
3607,1,1,TRUE,0.34,2.65,0.34,0.00,33.90,0.34,,
3608,1,0,FALSE,0.71,1.3,0.714285714,0.00,-100.00,0.71,,
3609,1,1,TRUE,0.33,2.75,0.33,0.00,32.79,0.33,,
3610,1,1,TRUE,0.59,1.6,0.59,0.00,58.82,0.59,,
3611,1,0,FALSE,0.34,2.65,0.34,0.00,-100.00,0.34,,
3614,1,1,TRUE,0.17,5,0.166666667,0.00,16.67,0.17,,
3615,1,1,TRUE,0.48,1.9,0.476190476,0.00,47.62,0.48,,
3616,1,1,TRUE,0.33,2.7,0.333333333,0.00,33.33,0.33,,
3617,1,0,FALSE,0.92,0.99009901,0.92,0.00,-100.00,0.92,,
3618,1,1,TRUE,0.31,2.9,0.31,0.00,31.25,0.31,,
3619,1,1,TRUE,0.39,2.35,0.39,0.00,39.22,0.39,,
3620,1,1,TRUE,0.53,1.75,0.53,0.00,52.63,0.53,,
3621,1,1,TRUE,0.19,4.5,0.190476191,0.00,19.05,0.19,,
3622,1,1,TRUE,0.38,2.45,0.38,0.00,37.74,0.38,,
3625,1,1,TRUE,0.32,2.85,0.317460318,0.00,31.75,0.32,,
3626,1,1,TRUE,0.11,6.85,0.114285714,0.00,11.43,0.11,,
3627,1,1,TRUE,0.57,1.65,0.57,0.00,57.14,0.57,,
3628,1,1,TRUE,0.43,2.15,0.425531915,0.00,42.55,0.43,,
3629,1,1,TRUE,0.36,2.55,0.36,0.00,35.71,0.36,,
3630,1,1,TRUE,0.54,1.7,0.54,0.00,54.05,0.54,,
3631,1,0,FALSE,1.35,0.689655172,1.35,0.00,-100.00,1.35,,
3634,1,0,FALSE,0.49,1.88,0.487804878,0.00,-100.00,0.49,,
3635,1,1,TRUE,0.87,1.05,0.87,0.00,86.96,0.87,,
3636,1,1,TRUE,0.32,2.8,0.322580645,0.00,32.26,0.32,,
3637,0,0,TRUE,0.27,0.266666667,3.35,26.67,0.00,0.27,,
3638,1,0,FALSE,0.69,1.35,0.69,0.00,-100.00,0.69,,
3639,0,1,FALSE,0.31,0.3125,2.90,-100.00,0.00,0.31,,
3640,1,1,TRUE,0.16,5.1,0.162601626,0.00,16.26,0.16,,
3641,1,1,TRUE,0.91,1,0.91,0.00,90.91,0.91,,
3642,0,0,TRUE,0.48,0.476190476,1.9,47.62,0.00,0.48,,
3645,1,1,TRUE,0.31,2.9,0.31,0.00,31.25,0.31,,
3646,1,1,TRUE,0.57,1.65,0.57,0.00,57.14,0.57,,
3647,0,0,TRUE,0.57,0.571428571,1.65,57.14,0.00,0.57,,
3648,1,1,TRUE,0.23,3.9,0.23,0.00,22.73,0.23,,
3649,1,0,FALSE,0.35,2.58,0.350877193,0.00,-100.00,0.35,,
3650,1,0,FALSE,1.05,0.869565217,1.05,0.00,-100.00,1.05,,
3651,1,1,TRUE,0.41,2.25,0.408163265,0.00,40.82,0.41,,
3652,1,1,TRUE,0.48,1.9,0.476190476,0.00,47.62,0.48,,
3653,1,1,TRUE,0.22,4.05,0.22,0.00,21.98,0.22,,
3654,1,1,TRUE,0.87,1.05,0.87,0.00,86.96,0.87,,
3655,1,1,TRUE,0.77,1.2,0.77,0.00,76.92,0.77,,
3656,0,0,TRUE,0.71,0.714285714,1.30,71.43,0.00,0.71,,
3657,0,1,FALSE,0.67,0.666666667,1.4,-100.00,0.00,0.67,,
3658,0,0,TRUE,0.51,0.512820513,1.80,51.28,0.00,0.51,,
3659,1,0,FALSE,1.00,0.909090909,1.00,0.00,-100.00,1.00,,
3660,1,1,TRUE,0.14,5.75,0.14,0.00,14.08,0.14,,
3661,0,0,TRUE,0.29,0.294117647,3.10,29.41,0.00,0.29,,
3663,1,1,TRUE,0.69,1.35,0.69,0.00,68.97,0.69,,
3664,1,1,TRUE,0.45,2,0.45,0.00,45.45,0.45,,
3665,0,1,FALSE,0.21,0.210526316,4.20,-100.00,0.00,0.21,,
3667,1,1,TRUE,0.42,2.2,0.416666667,0.00,41.67,0.42,,
3668,0,0,TRUE,0.53,0.52631579,1.75,52.63,0.00,0.53,,
3670,0,0,TRUE,0.38,0.384615385,2.40,38.46,0.00,0.38,,
3671,0,0,TRUE,0.74,0.740740741,1.25,74.07,0.00,0.74,,
3672,1,1,TRUE,0.83,1.1,0.83,0.00,83.33,0.83,,
3673,1,1,TRUE,0.18,4.65,0.183486238,0.00,18.35,0.18,,
3674,1,0,FALSE,0.87,1.05,0.87,0.00,-100.00,0.87,,
3676,1,0,FALSE,0.69,1.35,0.69,0.00,-100.00,0.69,,
3678,1,1,TRUE,0.53,1.75,0.53,0.00,52.63,0.53,,
3680,0,0,TRUE,0.33,0.333333333,2.50,33.33,0.00,0.33,,
3681,1,1,TRUE,0.77,1.2,0.77,0.00,76.92,0.77,,
3682,1,1,TRUE,0.27,3.3,0.27,0.00,27.03,0.27,,
3683,1,1,TRUE,0.15,5.4,0.15,0.00,15.15,0.15,,
3684,1,1,TRUE,1.10,0.833333333,1.10,0.00,110.00,1.10,,
3686,1,0,FALSE,0.49,1.88,0.487804878,0.00,-100.00,0.49,,
3688,0,1,FALSE,0.50,0.5,1.85,-100.00,0.00,0.50,,
3689,1,0,FALSE,0.67,1.4,0.67,0.00,-100.00,0.67,,
3690,1,1,TRUE,0.59,1.6,0.59,0.00,58.82,0.59,,
3691,1,0,FALSE,1.10,0.833333333,1.10,0.00,-100.00,1.10,,
3692,1,1,TRUE,0.47,1.95,0.465116279,0.00,46.51,0.47,,
3693,1,0,FALSE,1.05,0.869565217,1.05,0.00,-100.00,1.05,,
3694,0,0,TRUE,0.37,0.37037037,2.48,37.04,0.00,0.37,,
3695,1,1,TRUE,0.11,7,0.111111111,0.00,11.11,0.11,,
3697,1,1,TRUE,0.29,3.18,0.29,0.00,28.57,0.29,,
3699,1,0,FALSE,0.32,2.8,0.322580645,0.00,-100.00,0.32,,
3700,1,1,TRUE,0.95,0.952380952,0.952380952,0.00,95.24,0.95,,
3701,1,1,TRUE,0.53,1.75,0.53,0.00,52.63,0.53,,
3702,1,1,TRUE,0.24,3.65,0.243902439,0.00,24.39,0.24,,
3704,0,1,FALSE,0.69,0.689655172,1.35,-100.00,0.00,0.69,,
3705,1,0,FALSE,1.35,0.689655172,1.35,0.00,-100.00,1.35,,
3706,0,1,FALSE,0.65,0.64516129,1.45,-100.00,0.00,0.65,,
3707,1,1,TRUE,0.34,2.65,0.34,0.00,33.90,0.34,,
3708,1,1,TRUE,1.00,0.909090909,1.00,0.00,100.00,1.00,,
3709,1,1,TRUE,0.50,1.85,0.50,0.00,50.00,0.50,,
3710,1,1,TRUE,0.30,3,0.30,0.00,30.30,0.30,,
3711,1,1,TRUE,0.43,1.9,0.43,0.00,43.48,0.43,,
3712,1,0,FALSE,0.28,3.2,0.28,0.00,-100.00,0.28,,
3713,1,0,FALSE,0.93,0.970873786,0.93,0.00,-100.00,0.93,,
3714,0,1,FALSE,0.65,0.64516129,1.45,-100.00,0.00,0.65,,
3715,1,1,TRUE,0.91,1,0.91,0.00,90.91,0.91,,
3717,0,1,FALSE,0.50,0.5,1.85,-100.00,0.00,0.50,,
3719,1,0,FALSE,0.19,4.5,0.190476191,0.00,-100.00,0.19,,
3720,1,0,FALSE,0.23,3.9,0.23,0.00,-100.00,0.23,,
3721,1,0,FALSE,0.58,1.61,0.58,0.00,-100.00,0.58,,
3722,1,1,TRUE,0.48,1.9,0.476190476,0.00,47.62,0.48,,
3723,0,0,TRUE,0.74,0.740740741,1.25,74.07,0.00,0.74,,
3724,1,1,TRUE,0.63,1.5,0.63,0.00,62.50,0.63,,
3726,1,0,FALSE,0.47,1.95,0.465116279,0.00,-100.00,0.47,,
3727,1,0,FALSE,0.74,1.25,0.74,0.00,-100.00,0.74,,
3728,0,0,TRUE,0.33,0.327868853,2.75,32.79,0.00,0.33,,
3729,1,1,TRUE,0.41,2.05,0.408163265,0.00,40.82,0.41,,
3732,1,0,FALSE,0.44,2.05,0.444444444,0.00,-100.00,0.44,,
3733,1,1,TRUE,0.54,1.7,0.54,0.00,54.05,0.54,,
3734,1,1,TRUE,0.48,1.9,0.476190476,0.00,47.62,0.48,,
3736,1,1,TRUE,0.19,4.5,0.190476191,0.00,19.05,0.19,,
3737,1,0,FALSE,0.77,1.2,0.77,0.00,-100.00,0.77,,
3738,1,1,TRUE,0.43,2.15,0.425531915,0.00,42.55,0.43,,
3739,1,0,FALSE,0.43,2.1,0.43,0.00,-100.00,0.43,,
3740,1,1,TRUE,0.83,1.11,0.826446281,0.00,82.64,0.83,,
3743,0,0,TRUE,0.53,0.52631579,1.75,52.63,0.00,0.53,,
3744,0,1,FALSE,0.61,0.606060606,1.55,-100.00,0.00,0.61,,
3745,1,1,TRUE,0.32,2.85,0.317460318,0.00,31.75,0.32,,
3747,1,1,TRUE,0.31,2.9,0.31,0.00,31.25,0.31,,
3748,1,0,FALSE,0.47,1.95,0.465116279,0.00,-100.00,0.47,,
3751,1,1,TRUE,0.54,1.7,0.54,0.00,54.05,0.54,,
3753,1,1,TRUE,1.05,0.869565217,1.05,0.00,105.00,1.05,,
3754,1,0,FALSE,0.69,1.34,0.69,0.00,-100.00,0.69,,
3755,0,0,TRUE,0.65,0.64516129,1.45,64.52,0.00,0.65,,
3756,1,1,TRUE,0.21,4.2,0.21,0.00,21.05,0.21,,
3757,1,0,FALSE,0.71,1.3,0.714285714,0.00,-100.00,0.71,,
3758,1,0,FALSE,0.39,2.35,0.39,0.00,-100.00,0.39,,
3759,0,0,TRUE,0.29,0.289855073,3.15,28.99,0.00,0.29,,
3760,0,0,TRUE,0.23,0.23255814,3.8,23.26,0.00,0.23,,
3761,1,0,FALSE,1.30,0.714285714,1.30,0.00,-100.00,1.30,,
3762,1,1,TRUE,0.54,1.7,0.54,0.00,54.05,0.54,,
3764,0,1,FALSE,0.42,0.416666667,2.20,-100.00,0.00,0.42,,
3765,1,1,TRUE,0.37,2.48,0.37037037,0.00,37.04,0.37,,
3766,1,1,TRUE,0.77,1.2,0.77,0.00,76.92,0.77,,
3767,1,1,TRUE,0.38,2.45,0.38,0.00,37.74,0.38,,
3768,0,0,TRUE,0.34,0.344827586,2.60,34.48,0.00,0.34,,
3769,1,1,TRUE,0.95,0.952380952,0.952380952,0.00,95.24,0.95,,
3770,1,0,FALSE,0.80,1.15,0.80,0.00,-100.00,0.80,,
3771,1,1,TRUE,1.00,0.909090909,1.00,0.00,100.00,1.00,,
3772,0,0,TRUE,0.53,0.52631579,1.75,52.63,0.00,0.53,,
3773,0,0,TRUE,0.48,0.476190476,1.9,47.62,0.00,0.48,,
3774,1,1,TRUE,0.43,2.15,0.425531915,0.00,42.55,0.43,,
3775,1,0,FALSE,1.16,0.793650794,1.16,0.00,-100.00,1.16,,
3776,1,1,TRUE,0.44,2.05,0.444444444,0.00,44.44,0.44,,
3777,1,1,TRUE,0.06,13,0.06,0.00,6.06,0.06,,
3778,1,1,TRUE,0.25,3.55,0.25,0.00,25.00,0.25,,
3781,1,0,FALSE,0.71,1.3,0.714285714,0.00,-100.00,0.71,,
3783,0,0,TRUE,0.36,0.357142857,2.40,35.71,0.00,0.36,,
3784,0,0,TRUE,0.30,0.298507463,2.75,29.85,0.00,0.30,,
3785,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
3786,0,1,FALSE,0.42,0.416666667,2.00,-100.00,0.00,0.42,,
3787,0,1,FALSE,0.33,0.333333333,2.50,-100.00,0.00,0.33,,
3788,1,1,TRUE,0.43,1.9,0.43,0.00,43.48,0.43,,
3789,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
3790,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
3791,1,1,TRUE,0.34,2.45,0.34,0.00,34.48,0.34,,
3792,1,1,TRUE,0.36,2.4,0.36,0.00,35.71,0.36,,
3793,1,1,TRUE,0.33,2.7,0.333333333,0.00,33.33,0.33,,
3795,1,1,TRUE,0.41,2.25,0.408163265,0.00,40.82,0.41,,
3797,1,0,FALSE,0.36,2.55,0.36,0.00,-100.00,0.36,,
3798,1,1,TRUE,0.48,1.9,0.476190476,0.00,47.62,0.48,,
3799,1,1,TRUE,0.80,1.15,0.80,0.00,80.00,0.80,,
3801,1,1,TRUE,0.49,1.88,0.487804878,0.00,48.78,0.49,,
3802,1,1,TRUE,0.45,2,0.45,0.00,45.45,0.45,,
3803,1,1,TRUE,0.47,1.95,0.465116279,0.00,46.51,0.47,,
3804,1,0,FALSE,1.00,0.909090909,1.00,0.00,-100.00,1.00,,
3805,1,0,FALSE,0.22,4,0.222222222,0.00,-100.00,0.22,,
3806,1,1,TRUE,0.31,2.9,0.31,0.00,31.25,0.31,,
3807,0,1,FALSE,0.54,0.540540541,1.70,-100.00,0.00,0.54,,
3808,0,0,TRUE,0.32,0.317460318,2.85,31.75,0.00,0.32,,
3810,1,1,TRUE,0.45,2,0.45,0.00,45.45,0.45,,
3811,0,0,TRUE,0.47,0.465116279,1.95,46.51,0.00,0.47,,
3813,1,1,TRUE,0.10,8,0.10,0.00,10.00,0.10,,
3814,1,1,TRUE,0.48,1.9,0.476190476,0.00,47.62,0.48,,
3815,1,1,TRUE,0.21,4.2,0.21,0.00,21.05,0.21,,
3816,0,1,FALSE,0.52,0.520833333,1.77,-100.00,0.00,0.52,,
3817,1,1,TRUE,0.28,3.2,0.28,0.00,28.17,0.28,,
3818,1,1,TRUE,0.87,1.05,0.87,0.00,86.96,0.87,,
3819,1,1,TRUE,0.48,1.9,0.476190476,0.00,47.62,0.48,,
3820,1,1,TRUE,0.77,1.2,0.77,0.00,76.92,0.77,,
3821,1,1,TRUE,0.40,2.3,0.40,0.00,40.00,0.40,,
3823,1,0,FALSE,0.69,1.35,0.69,0.00,-100.00,0.69,,
3824,0,1,FALSE,0.69,0.689655172,1.35,-100.00,0.00,0.69,,
3825,1,0,FALSE,0.54,1.7,0.54,0.00,-100.00,0.54,,
3827,1,1,TRUE,0.39,2.35,0.39,0.00,39.22,0.39,,
3828,1,0,FALSE,0.36,2.55,0.36,0.00,-100.00,0.36,,
3829,1,1,TRUE,0.54,1.7,0.54,0.00,54.05,0.54,,
3831,1,1,TRUE,0.65,1.45,0.65,0.00,64.52,0.65,,
3832,1,1,TRUE,0.59,1.6,0.59,0.00,58.82,0.59,,
3833,0,0,TRUE,0.52,0.520833333,1.77,52.08,0.00,0.52,,
3834,1,1,TRUE,0.33,2.7,0.333333333,0.00,33.33,0.33,,
3835,0,1,FALSE,0.61,0.606060606,1.55,-100.00,0.00,0.61,,
3836,1,1,TRUE,0.43,2.1,0.43,0.00,43.48,0.43,,
3838,1,0,FALSE,0.91,1.1,0.91,0.00,-100.00,0.91,,
3841,0,0,TRUE,0.41,0.408163265,2.25,40.82,0.00,0.41,,
3843,0,0,TRUE,0.63,0.625,1.50,62.50,0.00,0.63,,
3844,0,0,TRUE,0.29,0.294117647,3.10,29.41,0.00,0.29,,
3845,1,0,FALSE,0.87,1.05,0.87,0.00,-100.00,0.87,,
3846,1,1,TRUE,0.12,6.6,0.119047619,0.00,11.90,0.12,,
3847,1,0,FALSE,0.41,2.25,0.408163265,0.00,-100.00,0.41,,
3848,1,1,TRUE,0.50,1.85,0.50,0.00,50.00,0.50,,
